store_id,메뉴명,가격
30,치즈 쉬림프 비빔 포케(본죽 샐러드보울),"14,000원"
30,그릴드 닭구이 비빔 포케(본죽 샐러드보울),"14,000원"
30,푸팟퐁커리게살쮺(카레)(본죽 반반죽),"17,500원"
30,참깨계란새우쮺(본죽 반반죽),"13,000원"
30,로제해물쮺(본죽 반반죽),"14,000원"
30,[시즌한정] 돈불백열무비빔밥,"12,500원"
30,고추장육회비빔밥,"14,000원"
30,본나물비빔밥,"11,000원"
30,제육볶음비빔밥,"12,000원"
30,소불고기비빔밥,"13,000원"
30,매콤낙지비빔밥,"13,000원"
30,콩비지뚝배기,"12,500원"
30,진품쇠고기육개장뚝배기,"12,500원"
30,소불고기버섯뚝배기,"12,500원"
30,전복죽 （보양）,"14,000원"
30,진전복죽 （전복 2배）,"18,000원"
30,특전복죽 （전복 3배）,"22,000원"
30,전복내장죽,"16,000원"
30,진전복내장죽 （전복 2배）,"20,000원"
30,특전복내장죽 （전복 3배）,"24,000원"
30,트러플전복죽,"18,000원"
30,특트러플전복죽 （전복 2배）,"25,000원"
30,삼계전복죽 （보양）,"18,000원"
30,[NEW] 추어죽,"16,000원"
30,자연송이쇠고기죽 （보양）,"17,000원"
30,특자연송이쇠고기죽 （송이2배）,"24,000원"
30,삼계죽 （보양）,"14,000원"
30,불낙죽,"13,500원"
30,홍게품은죽,"16,000원"
30,진홍게품은죽 （홍게다리살 2배）,"21,000원"
30,특홍게품은죽 （홍게다리살 3배）,"26,000원"
30,낙지김치죽 （해장）,"13,000원"
30,（배달앱 전용） 치즈 낙지김치죽,"15,000원"
30,신짬뽕죽 （해장）,"13,000원"
30,（배달앱 전용） 치즈 신짬뽕죽,"15,000원"
30,진품쇠고기육개장죽 （해장）,"13,000원"
30,매생이굴죽,"12,500원"
30,쇠고기야채죽,"12,500원"
30,쇠고기버섯죽,"12,000원"
30,새우죽,"11,000원"
30,특새우죽 （새우 2배）,"14,000원"
30,해물죽,"12,500원"
30,특해물죽 （해물 2배）,"15,500원"
30,통영굴버섯죽,"11,000원"
30,특통영굴버섯죽 （굴 2배）,"14,000원"
30,7가지야채죽,"10,500원"
30,참치야채죽,"11,500원"
30,흰죽,"7,000원"
30,동지팥죽(담백한 밥알팥죽),"11,000원"
30,단팥죽(달콤한 새알팥죽),"11,500원"
30,단호박죽,"11,500원"
30,녹두죽,"10,500원"
30,명품잣죽,"16,500원"
30,흑임자죽,"10,500원"
30,본메추리알장조림(400g)(본죽 장조림),"5,400원"
30,든든한끼 본쇠고기장조림（80g）,"4,300원"
30,든든한끼 본오징어초무침（80g）,"3,400원"
30,본죽 키즈장조림（80g）,"4,400원"
30,든든한끼 본버터 쇠고기장조림（70g）,"3,700원"
30,본쇠고기장조림（300g）,"14,900원"
30,본죽오징어젓갈（130g）,"4,700원"
30,본죽낙지젓갈（130g）,"5,700원"
30,본비트동치미（1kg）,"5,300원"
30,코카콜라 (355ml),"2,000원"
30,코카콜라 제로 (355ml),"2,000원"
30,스프라이트 (355ml),"2,000원"
30,스프라이트 제로 (355ml),"2,000원"
30,단호박식혜（238ml）,"1,500원"
30,"우리 땅, 청매실（100ml）","1,300원"
30,양배추사과즙（100ml）,"1,300원"
30,진짜배즙（100ml）,"1,300원"
30,본매실골드（500ml）,"4,300원"
30,쫄깃감자찐만두,"6,000원"
30,철판제육볶음,"6,500원"
30,철판소불고기,"7,500원"
30,오리엔탈 소스,700원
30,레몬드레싱,700원
30,단호박고추장（25g）,300원
30,[간편식] 시그니처 단호박죽（270g）,"4,400원"
store_id,메뉴명,가격
31,[]소뼈우거지[] 새마을 소우거지 해장국,"12,000원"
31,[]건더기파티[] 새마을 특양해장국(소뼈+깐양),"13,000원"
31,[]소뼈+사태+깐양[] 스페셜 새마을 소우거지 해장국,"14,000원"
31,[국밥친구] 왕갈비탕,"14,000원"
31,[삼계탕말고] 닭반마리 반계탕,"12,000원"
31,[]소뼈우거지[] 새마을 소우거지 해장국,"12,000원"
31,[]건더기파티[] 새마을 특양해장국(소뼈+깐양),"13,000원"
31,[]소뼈+사태+깐양[] 스페셜 새마을 소우거지 해장국,"14,000원"
31,[국밥친구] 왕갈비탕,"14,000원"
31,[삼계탕말고] 닭반마리 반계탕,"12,000원"
31,[]속풀이[] 황태해장국,"10,000원"
31,[]면역력강화[] 닭곰탕,"10,500원"
31,[]국물이보약[] 얼큰 닭 곰탕,"11,000원"
31,[]얼큰한게땡길때[] 장터 가마솥 육개장,"11,000원"
31,[]가마솥에펄펄[] 농촌 설농탕,"10,500원"
31,[]소고기듬뿍 [] 특 설농탕,"12,000원"
31,[]중독주의[] 얼큰 설농탕,"11,000원"
31,[]소한마리[] 양곰탕,"11,500원"
31,옛날칼국수(바지락X),"9,500원"
31,바지락칼국수,"10,000원"
31,들깨칼국수,"10,000원"
31,육개장칼국수,"12,000원"
31,닭칼국수,"11,000원"
31,왕만두칼국수,"12,000원"
31,얼큰장칼국수,"10,000원"
31,반계탕칼국수,"12,500원"
31,콩국수,"9,000원"
31,[]크리스피[] 황금 감자채전,"2,700원"
31,[]힘순찐[] 통통 메밀전병,"5,000원"
31,[]명절느낌[] 순살 동태전100g,"5,000원"
31,[]육향가득[] 소고기 육전,"12,000원"
31,[]바싹[] 간장석쇠불고기200g,"12,000원"
31,[]바삭[] 고추장석쇠불고기200g,"12,000원"
31,맛보기족발편육100g,"5,000원"
31,함박스테이크2개(소스x),"4,000원"
31,[NEW] 오징어미니볼 10개,"3,000원"
31,[New] 15CM 촉촉한 오징어스틱,"3,000원"
31,등심돈까스130g+특제소스,"5,500원"
31,고기교자튀김만두5개,"4,000원"
31,고기교자찐만두5개,"4,000원"
31,[]속이꽉찬[] 고기 왕만두,"4,000원"
31,육즙고기만두튀김,"4,500원"
31,미니 부추전100g,"2,700원"
31,미니 김치전100g,"2,700원"
31,공깃밥,"1,500원"
31,새우튀김3개,"3,000원"
31,김말이튀김6개,"3,000원"
31,팹시콜라캔245ml,"1,500원"
31,팹시콜라500ml,"2,000원"
31,팹시콜라1.25ml,"3,000원"
31,칠성사이다500ml,"2,000원"
31,칠성사이다1.25ml,"3,000원"
32,파인애플 볶음밥,"8,000원"
32,하롱베이 전통쌀국수,"8,500원"
32,하롱베이 양지 쌀국수,"8,000원"
32,하롱베이 매운 쌀국수,"8,000원"
32,하롱베이 볶음면,"8,000원"
32,하롱베이 양지 쌀국수,"8,000원"
32,하롱베이 매운 쌀국수,"8,000원"
32,하롱베이 볶음면,"8,000원"
32,파인애플 볶음밥,"8,000원"
32,하롱베이 월남쌈,"8,000원"
32,하롱베이 짜냄,"8,000원"
32,하롱베이 분짜,"9,000원"
32,하롱베이 전통쌀국수,"8,500원"
