store_id,메뉴명,가격
33,봉구킹,"6,900원"
33,봉구퀸,"6,900원"
33,순살,"21,000원"
33,순살양념치킨,"24,000원"
33,순살치즈스노윙치킨,"24,000원"
33,레드마요치킨,"22,000원"
33,순살레드마요치킨,"24,000원"
33,청양마요치킨,"22,000원"
33,순살청양마요치킨,"24,000원"
33,후라이드,"19,000원"
33,불족,"5,800원"
33,양념치킨,"4,800원"
33,몬스터봉구,"6,900원"
33,봉구킹,"6,900원"
33,봉구퀸,"6,900원"
33,김치통살돈까스,"5,600원"
33,에그통살돈까스,"5,800원"
33,치즈통살돈까스,"5,300원"
33,김치돼지불백,"4,600원"
33,에그돼지불백,"4,800원"
33,햄쏘야,"4,300원"
33,햄치즈쏘야,"4,800원"
33,에그치즈쏘야,"5,000원"
33,햄치즈봉에그,"5,600원"
33,추억의제육도시락,"6,200원"
33,추억의닭갈비도시락,"6,100원"
33,추억의소불고기도시락,"6,800원"
33,에그김치소불고기,"6,800원"
33,매콤마요소불고기,"6,300원"
33,치즈치킨마요,"5,000원"
33,에그치킨마요,"5,500원"
33,치즈칠리치킨,"4,800원"
33,마요칠리치킨,"5,300원"
33,김치소고기고추장,"6,600원"
33,청양소고기고추장,"6,000원"
33,멸치소고기고추장,"6,600원"
33,더블치즈닭갈비,"4,800원"
33,에그치즈닭갈비,"5,300원"
33,치즈마요닭갈비,"5,300원"
33,치즈해봉이,"5,000원"
33,햄봉순이,"4,800원"
33,마요봉순이,"5,000원"
33,마요오므라이스,"4,800원"
33,해쉬오므라이스,"4,900원"
33,에그김치제육,"6,100원"
33,더블치즈제육,"5,300원"
33,에그치즈제육,"5,800원"
33,에간장치즈떡갈비,"5,400원"
33,에간장치킨,"5,100원"
33,김치불족,"6,600원"
33,청양불족,"6,300원"
33,에그불족,"6,500원"
33,마요양념치킨,"5,500원"
33,치즈양념치킨,"5,300원"
33,치즈마요양념치킨,"6,300원"
33,후라이드,"19,000원"
33,후라이드（핫）,"20,000원"
33,순살,"21,000원"
33,순살（핫）,"22,000원"
33,닭다리,"23,000원"
33,윙봉,"23,000원"
33,닭날개,"23,000원"
33,매콤치즈스노윙,"22,000원"
33,매콤치즈스노윙（순살）,"24,000원"
33,양념치킨,"22,000원"
33,순살양념치킨,"24,000원"
33,쇼킹핫양념치킨,"22,000원"
33,순살쇼킹핫치킨,"24,000원"
33,핫블링치킨,"22,000원"
33,순살핫블링치킨,"24,000원"
33,치즈스노윙치킨,"22,000원"
33,순살치즈스노윙치킨,"24,000원"
33,어니언스노윙치킨,"22,000원"
33,순살어니언스노윙치킨,"24,000원"
33,크리미언치킨,"22,000원"
33,순살크리미언치킨,"24,000원"
33,소이갈릭치킨,"22,000원"
33,순살소이갈릭치킨,"24,000원"
33,오리엔탈파닭,"22,000원"
33,순살오리엔탈파닭,"24,000원"
33,네네마늘치킨,"22,000원"
33,순살네네마늘치킨,"24,000원"
33,뼈 반반,"20,000원"
33,순살 반반,"22,000원"
33,뼈 반반반,"29,000원"
33,순살 반반반,"31,000원"
33,봉구스,"3,300원"
33,치즈,"3,800원"
33,햄,"3,800원"
33,햄치즈,"4,600원"
33,해봉이,"4,500원"
33,오므라이스,"3,800원"
33,쏘야,"3,500원"
33,봉순이,"4,000원"
33,제육,"4,300원"
33,김치제육,"5,100원"
33,치즈제육,"4,800원"
33,닭갈비,"3,800원"
33,치즈닭갈비,"4,300원"
33,소불고기,"5,300원"
33,매콤마요소불고기,"6,300원"
33,치킨마요,"4,500원"
33,칠리치킨,"4,300원"
33,김치떡갈비,"4,100원"
33,치즈떡갈비,"3,800원"
33,마요떡갈비,"4,300원"
33,돼지불백쌈밥,"3,800원"
33,소고기고추장,"5,800원"
33,에햄,"4,100원"
33,바삭멸치,"4,300원"
33,추억의도시락,"5,300원"
33,김치불고기,"6,100원"
33,청양불고기,"5,800원"
33,통살돈까스,"4,800원"
33,통살돈까스마요,"5,800원"
33,맛있새우,"4,800원"
33,고기3종,"6,000원"
33,돼불에햄,"5,700원"
33,점보치킨마요,"5,700원"
33,매콤제육닭갈비,"5,300원"
33,깻잎마요소불고기,"6,500원"
33,소고기봉된장,"5,300원"
33,레드마요소스,"1,500원"
33,소떡소떡,"3,000원"
33,네네볶이,"5,000원"
33,크리미언소스,"1,500원"
33,네네볼（치즈볼）,"4,000원"
33,네네스위틱,"4,000원"
33,감자튀김,"4,000원"
33,콜라1.25L 업그레이드,"2,000원"
33,오리엔탈파닭소스,"1,500원"
33,양념소스,"1,000원"
33,쇼킹핫소스,"1,500원"
33,청양마요소스,"1,500원"
33,오리엔탈마늘소스,"1,500원"
33,해쉬브라운 1pcs,"1,400원"
33,새우튀김 2pcs,"2,200원"
33,치킨가라아게 3pcs,"3,500원"
33,손맛 미역국,"1,000원"
33,손맛 된장국,"1,000원"
33,치킨무,"1,000원"
33,콜라 355ml,"1,500원"
33,사이다 355ml,"1,500원"
33,사이다 제로 355ml,"1,500원"
33,콜라 제로 355ml,"1,500원"
33,밀키스 340ml,"1,500원"
