store_id,메뉴명,가격
7,육회쫄면(1인),"9,500원"
7,육바연변신세트2 (육회180g+육회바른연어3p),"16,900원"
7,육쫄세트 (육회쫄면+육회초밥6p),"15,900원"
7,혼밥세트 1 (육회덮밥+선택초밥3p),"9,900원"
7,혼밥세트 2 (육회100g+육초3+육덮),"15,900원"
7,[[NEW]]트러플육회,"14,900원"
7,[[NEW]]트러플감자튀김,"6,500원"
7,육회쫄면(1인),"9,500원"
7,육바연변신세트1 (육회덮밥+3단변신초밥3p),"12,900원"
7,육바연변신세트2 (육회180g+육회바른연어3p),"16,900원"
7,육바연 KING 유부세트 (선택유부2p+육초4p+연초4p),"15,900원"
7,육쫄세트 (육회쫄면+육회초밥6p),"15,900원"
7,육바연세트 (육회180g+연어180g+날치알주먹밥),"31,900원"
7,혼밥세트 1 (육회덮밥+선택초밥3p),"9,900원"
7,혼밥세트 2 (육회100g+육초3+육덮),"15,900원"
7,혼밥세트 3 (연어8+연초3+연덮),"16,900원"
7,혼밥세트 4 (육회100g+연어8p+육회덮밥),"18,900원"
7,혼밥세트 5 (육회100g+연어8p+연어덮밥),"19,900원"
7,혼밥세트 6 (육회100g+연어8p+육연덮밥),"19,900원"
7,혼밥세트 7 (육회덮밥+육회초밥6p+사이다),"15,900원"
7,혼밥세트 8 (육회덮밥+연어초밥6p+사이다),"15,900원"
7,혼밥세트 9 (연어덮밥+육회초밥6p+사이다),"15,900원"
7,혼밥세트10 (연어덮밥+연어초밥6p+사이다),"15,900원"
7,혼밥세트11 (육회초밥6p+연어초밥6p+사이다),"16,900원"
7,혼술세트 1 (육회100g+연어8p),"13,900원"
7,혼술세트 2 (육회100g+연어8p+초밥선택3p),"16,900원"
7,혼술세트 3 (육회100g+연어8p+초밥선택6p),"18,900원"
7,두리세트 1 (육회100g+연어8p+육덮+연덮),"25,900원"
7,두리세트 2 (육덮+연덮+육초6p+연초6p),"26,900원"
7,[[NEW]]육회바른연어 10p,"19,900원"
7,최상급육회 180g,"12,900원"
7,최상급육회두접시 180g+180g,"23,900원"
7,최상급육회 큰놈 270g,"17,900원"
7,화끈하게매운불육회 180g,"13,900원"
7,컵물육회,"9,900원"
7,타코와사비 육회 200g,"15,900원"
7,육회180g+매운불육회180g,"25,900원"
7,육회180g+매운불육회180g+타코와사비육회200g,"39,900원"
7,싱싱해서 고소한 생연어단품,"21,900원"
7,싱싱해서 고소한 생연어 큰놈,"30,900원"
7,생연어사시미 스페셜 (연어 180g+연초4p),"24,900원"
7,King육회유부초밥,"6,000원"
7,King연어유부초밥,"6,000원"
7,King스테이크유부초밥,"6,000원"
7,King불육회유부초밥,"6,000원"
7,King타코와사비유부초밥,"6,000원"
7,육회덮밥,"6,900원"
7,생연어덮밥,"7,900원"
7,육연덮밥,"7,900원"
7,화끈하게매운불육회덮밥,"7,900원"
7,구운육회덮밥,"7,900원"
7,[[NEW]]육바연3단변신초밥,"11,900원"
7,핵꿀맛 육회초밥,"7,900원"
7,생생한 생연어초밥,"8,500원"
7,불(매운)육회초밥,"8,500원"
7,스테이크육회초밥,"8,500원"
7,"모듬초밥(육회,연어,스테이크)12P","15,900원"
7,크런치오징어12P,"5,500원"
7,새우튀김,"5,900원"
7,버팔로윙 5P,"7,500원"
7,날치알주먹밥,"3,000원"
7,온육수,"1,000원"
7,흑임자소스,500원
7,노른자,500원
7,타르타르소스,500원
7,날치알,500원
7,연덮비빔장,500원
7,매실고추장,500원
7,매운불육회소스,500원
7,김,300원
7,치즈,500원
7,콜라 500mL,"2,500원"
7,사이다 500mL,"2,500원"
8,찹스테이크,"15,400원"
8,[매콤]알리오 올리오（면170g）,"7,900원"
8,까르보나라（면170g）,"9,900원"
8,[매워요]매운 크림 파스타（면170g）,"9,900원"
8,[매콤]스테이크 크림 파스타（면170g）,"10,500원"
8,[NEW] 롤링 함박 스테이크,"13,500원"
8,스테이크 필라프（밥300g）,"11,100원"
8,[매콤]빼쉐 파스타（면170g）,"10,900원"
8,[매콤]스테이크 크림 파스타（면170g）,"10,500원"
8,[NEW] 토마토 함박 파스타(면170g),"10,500원"
8,불고기 필라프（기본맛）（밥300g）,"10,500원"
8,[매콤]불고기 필라프（매콤한맛）（밥300g）,"10,500원"
8,버섯 크림 뇨끼,"10,000원"
8,롤링파스타 커플 세트,"22,700원"
8,베스트 메뉴 세트,"39,100원"
8,롤링파스타 1인 세트,"15,400원"
8,롤링파스타 2인 세트,"27,100원"
8,찹스테이크 세트,"32,800원"
8,롤링파스타 파티팩,"52,500원"
8,[NEW] 롤링 함박 스테이크,"13,500원"
8,찹스테이크,"15,400원"
8,버섯 크림 뇨끼,"10,000원"
8,토마토 파스타（면170g）,"7,900원"
8,[매콤]알리오 올리오（면170g）,"7,900원"
8,[매콤]봉골레 파스타（면170g）,"8,900원"
8,[매워요]매운 우삼겹 오일 파스타（면170g）,"9,500원"
8,[매콤]씨푸드 오일 파스타（면170g）,"9,500원"
8,까르보나라（면170g）,"9,900원"
8,[매워요]매운 크림 파스타（면170g）,"9,900원"
8,[매워요]매운 우삼겹 토마토 파스타（면170g）,"9,900원"
8,해물 토마토 파스타(면170g),"9,900원"
8,해물 크림 파스타（면170g）,"9,900원"
8,로제 크림 쉬림프 파스타（면170g）,"9,900원"
8,[매콤]바질 페스토 크림 파스타（면170g）,"9,900원"
8,이탈리안 정통 라구 파스타,"9,900원"
8,[매콤]스테이크 크림 파스타（면170g）,"10,500원"
8,[NEW] 토마토 함박 파스타(면170g),"10,500원"
8,[매콤]빼쉐 파스타（면170g）,"10,900원"
8,스테이크 필라프（밥300g）,"11,100원"
8,불고기 필라프（기본맛）（밥300g）,"10,500원"
8,[매콤]불고기 필라프（매콤한맛）（밥300g）,"10,500원"
8,[매콤]우삼겹도리아（밥200g）,"9,900원"
8,[매콤]베이컨김치도리아(밥250g),"9,900원"
8,베이컨 크림 리조또（밥200g）,"9,900원"
8,마르게리따 피자（S）,"7,300원"
8,고르곤졸라 피자（S）,"7,800원"
8,마르게리따 피자（M）,"8,800원"
8,고르곤졸라 피자（M）,"9,300원"
8,그린샐러드,"5,500원"
8,리코타치즈샐러드,"6,500원"
8,올리브 브레드,"1,500원"
8,갈릭스틱,"3,500원"
8,피클,500원
8,콜라,"2,000원"
8,제로콜라(355ml),"2,000원"
8,사이다,"2,000원"
8,제로사이다(355ml),"2,000원"
8,한라봉 감귤주스(320ml),"3,500원"
8,피치라임아이스티,"3,500원"
8,체리코크,"3,500원"
8,청포도에이드,"3,500원"
8,자몽에이드,"3,500원"
8,복숭아에이드,"3,500원"
8,레몬에이드,"3,500원"
8,모히토（무알콜）,"4,000원"
