store_id,메뉴명,가격
13,봉구퀸,"6,500원"
13,햄치즈,"4,300원"
13,고기3종,"5,500원"
13,봉구스,"3,000원"
13,햄,"3,800원"
13,불족,"5,500원"
13,양념치킨,"4,500원"
13,몬스터봉구,"6,500원"
13,봉구킹,"6,500원"
13,더블치즈닭갈비,"4,500원"
13,점보치킨마요,"5,200원"
13,더블치즈제육,"5,000원"
13,봉구퀸,"6,500원"
13,에간장치즈떡갈비,"5,100원"
13,햄치즈봉에그,"5,300원"
13,햄치즈,"4,300원"
13,불닭봉구세트메뉴,"5,300원"
13,김치돼지불백,"4,300원"
13,에그돼지불백,"4,500원"
13,햄쏘야,"4,000원"
13,햄치즈쏘야,"4,500원"
13,에그치즈쏘야,"4,700원"
13,햄치즈봉에그,"5,300원"
13,추억의제육도시락,"5,900원"
13,추억의닭갈비도시락,"5,800원"
13,추억의소불고기도시락,"6,800원"
13,에그김치소불고기,"6,800원"
13,매콤마요소불고기,"6,000원"
13,치즈치킨마요,"4,700원"
13,에그치킨마요,"5,200원"
13,김치소고기고추장,"6,300원"
13,청양소고기고추장,"6,000원"
13,멸치소고기고추장,"6,300원"
13,더블치즈닭갈비,"4,500원"
13,에그치즈닭갈비,"5,000원"
13,치즈마요닭갈비,"5,000원"
13,치즈해봉이,"4,700원"
13,햄봉순이,"4,500원"
13,마요봉순이,"4,700원"
13,마요오므라이스,"4,500원"
13,해쉬오므라이스,"4,700원"
13,에그김치제육,"5,800원"
13,더블치즈제육,"5,000원"
13,에그치즈제육,"5,500원"
13,에간장치즈떡갈비,"5,100원"
13,김치불족,"6,300원"
13,청양불족,"6,000원"
13,에그불족,"6,500원"
13,마요양념치킨,"5,500원"
13,치즈양념치킨,"5,000원"
13,치즈마요양념치킨,"6,000원"
13,고기3종,"5,500원"
13,돼불에햄,"5,200원"
13,점보치킨마요,"5,200원"
13,매콤제육닭갈비,"4,800원"
13,깻잎마요소불고기,"6,000원"
13,소고기봉된장,"4,800원"
13,데리야끼봉구,"5,200원"
13,에간장치킨,"4,800원"
13,에간장치즈떡갈비,"5,100원"
13,소불고기,"5,000원"
13,치즈떡갈비,"3,500원"
13,마요떡갈비,"4,000원"
13,치킨마요,"4,200원"
13,오므라이스,"3,500원"
13,마요오므라이스,"4,500원"
13,봉구스,"3,000원"
13,치즈,"3,500원"
13,햄,"3,800원"
13,해봉이,"4,200원"
13,쏘야,"3,200원"
13,봉순이,"3,700원"
13,제육,"4,000원"
13,김치제육,"4,800원"
13,치즈제육,"4,500원"
13,닭갈비,"3,500원"
13,치즈닭갈비,"4,000원"
13,소불고기,"5,000원"
13,매콤마요소불고기,"6,000원"
13,치킨마요,"4,200원"
13,김치떡갈비,"3,800원"
13,돼지불백쌈밥,"3,500원"
13,소고기고추장,"5,500원"
13,에햄,"3,800원"
13,바삭멸치,"4,000원"
13,추억의도시락,"5,000원"
13,김치불고기,"5,800원"
13,청양불고기,"5,500원"
13,콜라 355ml(펩시),"1,300원"
13,사이다 355ml,"1,300원"
13,사이다 제로 355ml,"1,300원"
13,콜라 제로 355ml(펩시),"1,300원"
13,밀키스 340ml,"1,300원"
13,립톤아이스티제로355ml,"1,300원"
13,탐스제로 오렌지 355ml,"1,300원"
13,탐스제로 파인 355ml,"1,300원"
13,탐스제로 사과키위 355ml,"1,300원"
13,마운틴듀 355ml,"1,300원"
13,매운진라면 작은컵,"1,500원"
13,육개장 작은컵（오뚜기）,"1,500원"
13,불닭볶음면,"2,000원"
13,까르보불닭볶음면,"2,000원"
