store_id,메뉴명,가격
18,소세지 치폴레 스낵랩,"2,900원"
18,솔티초코칩쿠키,"1,800원"
18,아메리카노,"2,500원"
18,아메리카노,"2,500원"
18,카페라떼,"3,500원"
18,아인슈페너,"3,500원"
18,솔티카라멜라떼,"3,800원"
18,바닐라빈라떼,"3,800원"
18,글로브크림라떼,"4,500원"
18,플랫화이트,"3,500원"
18,카페모카,"3,800원"
18,돌체라떼,"4,300원"
18,꿀향홍차,"2,500원"
18,복숭아아이스티,"3,000원"
18,아샷추,"3,500원"
18,초코라떼,"3,500원"
18,그린밀크티,"4,300원"
18,글로브밀크티,"4,300원"
18,복숭아에이드,"4,300원"
18,딸기에이드,"4,300원"
18,파인망고에이드,"4,300원"
18,복숭아스무디,"4,500원"
18,딸기스무디,"4,500원"
18,파인망고스무디,"4,500원"
18,아이스티망고추가,"5,000원"
18,닭가슴살 치폴레 스낵랩,"2,900원"
18,소세지 치폴레 스낵랩,"2,900원"
18,솔티초코칩쿠키,"1,800원"
18,솔티초코칩크루키,"6,500원"
19,[숯발냄새] 직화 '양념닭발',"21,900원"
19,[전문가의 발길] '국물닭발',"21,900원"
19,[당신의혀를족욕] '치즈닭발',"24,900원"
19,[김막창의] '양념막창',"26,900원"
19,[밥도둑이닭발저리다] 닭발 ＋ 막창,"26,900원"
19,마라 닭발,"18,800원"
19,마라 국물닭발,"18,800원"
19,마라 양념제육,"18,800원"
19,[밥도둑이닭발저리다] 닭발 ＋ 막창,"26,900원"
19,[배보다막창이더크다] 막창 ＋ 제육,"26,900원"
19,[인생은고기서고기] 제육 ＋ 닭발,"28,900원"
19,[오늘은고기까지] 닭발 ＋ 막창 ＋ 제육,"35,900원"
19,[MADE IN 화생방] 직화 '양념닭발',"16,800원"
19,[®배.달.료무료] '국물닭발',"16,800원"
19,[숯불향 누구야] '제육（선택）',"16,800원"
19,[숯발냄새] 직화 '양념닭발',"21,900원"
19,[전문가의 발길] '국물닭발',"21,900원"
19,[당신의혀를족욕] '치즈닭발',"24,900원"
19,[김막창의] '양념막창',"26,900원"
19,[잡내0%] '소금막창',"26,900원"
19,[美味] '데리야끼 막창',"26,900원"
19,[맵싹한] '양념제육',"21,900원"
19,[직화구이] '소금제육',"21,900원"
19,[치트키.비법간장] '데리야끼 제육',"21,900원"
19,[핵주먹보유] 핵맛있는 '주먹밥',"2,500원"
19,[김복순여사레시피] 국물떡볶이,"4,000원"
19,"[밥묵었냐] 어,묵탕","4,000원"
19,[해장／음주 무한반복] '콩나물국',"1,500원"
19,[MSG주의] M마.S싯.G군.'계란찜',"1,500원"
19,[맛을살려줄SOS] 디핑소스（선택）,500원
19,[계산은니가하니까아무거나] 펩시콜라 500mL,"2,000원"
19,[계산은니가하니까아무거나] 펩시콜라 1.25L,"3,000원"
19,[음식과음료는사랑하는] 사이다 500mL,"2,000원"
19,[음식과음료는사랑하는] 사이다 1.25L,"3,000원"
