store_id,메뉴명,가격
33,본격도시락(오리엔탈 깻잎 치킨),"8,500원"
33,"본격도시락(카츠, 전)","8,500원"
33,[집밥] 버섯소불고기 깻잎제육 한상,"12,900원"
33,[집밥] 바싹불고기 여수꼬막무침 한상,"13,400원"
33,[집밥] 차돌된장찌개 제육 백반 한상,"13,400원"
33,본격도시락(스팸두부조림),"8,500원"
33,본격도시락(오리엔탈 깻잎 치킨),"8,500원"
33,"본격도시락(카츠, 전)","8,500원"
33,본격도시락(치킨텐더샐러드),"8,500원"
33,[집밥] 바싹불고기 깻잎제육 한상,"12,400원"
33,[집밥] 바싹불고기 숯불닭구이 한상,"12,400원"
33,[집밥] 버섯소불고기 깻잎제육 한상,"12,900원"
33,[집밥] 바싹불고기 여수꼬막무침 한상,"13,400원"
33,[집밥] 차돌된장찌개 제육 백반 한상,"13,400원"
33,[집밥] 바싹불고기 오징어두루치기 한상,"14,400원"
33,[집밥] 우렁강된장 제육 쌈밥 한상,"14,900원"
33,[집밥] 시래기코다리조림 소불고기 한상,"14,900원"
33,[집밥] 바싹불고기 국반상,"8,900원"
33,[집밥] 숯불닭구이 국반상,"8,900원"
33,[집밥] 깻잎제육 국반상,"9,500원"
33,[집밥] 버섯소불고기 국반상,"9,700원"
33,[집밥] 꽈리닭구이 국반상,"10,000원"
33,[집밥] 부추마늘오리구이 국반상,"10,700원"
33,[집밥] 오징어두루치기 국반상,"10,900원"
33,[집밥] 수작돈까스 국반상,"10,900원"
33,[집밥] 시래기코다리조림 국반상,"10,900원"
33,[집밥] 매콤낙지볶음 국반상,"10,900원"
33,[집밥] 궁중떡갈비 국반상,"8,200원"
33,[집밥] 바싹불고기 반상,"8,900원"
33,[집밥] 숯불닭구이 반상,"8,900원"
33,[집밥] 깻잎제육 반상,"9,500원"
33,[집밥] 버섯소불고기 반상,"9,700원"
33,[집밥] 꽈리닭구이 반상,"10,000원"
33,[집밥] 부추마늘오리구이 반상,"10,700원"
33,[집밥] 오징어두루치기 반상,"10,900원"
33,[집밥] 수작돈까스 반상,"10,900원"
33,[집밥] 시래기코다리조림 반상,"10,900원"
33,[집밥] 매콤낙지볶음 반상,"10,900원"
33,[집밥] 궁중떡갈비 반상,"8,200원"
33,(정식) 스팸김치찌개,"9,900원"
33,(국+밥) 스팸김치찌개,"7,300원"
33,(국) 스팸김치찌개,"6,100원"
33,(정식) 차돌된장찌개,"9,400원"
33,(국+밥) 차돌된장찌개,"6,800원"
33,(국) 차돌된장찌개,"5,600원"
33,(정식) 황태미역국,"7,900원"
33,(국+밥) 황태미역국,"5,300원"
33,(국) 황태미역국,"4,100원"
33,[프리미엄] 숯불주꾸미 꽈리닭구이 한상,"15,900원"
33,[프리미엄] 매콤낙지 삼겹구이 한상,"16,400원"
33,[프리미엄] 약선 삼겹보쌈 궁중잡채 한상,"17,800원"
33,[프리미엄] 명이오리구이 매콤낙지 한상,"17,800원"
33,[프리미엄] 더덕 장어구이 삼채바싹불고기 한상,"18,400원"
33,[프리미엄] 울릉도 오징어 삼겹구이 한상,"18,900원"
33,명품 시래기코다리조림 한정식,"22,900원"
33,특선 LA갈비구이 한정식,"27,900원"
33,궁중 전복소갈비찜 한정식,"29,900원"
33,보양 고추장 더덕 장어구이 한정식,"34,900원"
33,산해진미 7첩 모듬 한정식,"39,900원"
33,수작돈까스 도시락,"7,900원"
33,크림 함박스테이크&볼카츠 도시락,"9,900원"
33,울릉도 나물 버섯영양밥,"7,900원"
33,저염 스팸 김치볶음밥,"7,400원"
33,불(火) 해물짬뽕 덮밥,"8,400원"
33,스크램블드에그 치킨마요,"6,300원"
33,스크램블드에그 치킨마요(곱빼기),"7,300원"
33,스크램블드에그 함박 덮밥,"8,400원"
33,삼채닭가슴살 샐러드,"7,900원"
33,한컵 삼채닭가슴살 샐러드,"2,900원"
33,(추가) 귀리보리백미밥,"3,000원"
33,(추가) 울릉도나물밥,"5,000원"
33,스틱 김자반,700원
33,반달 돈까스(일회용 케찹 포함),"1,700원"
33,흑미밥 추가,"2,000원"
33,쌈 채소,"2,500원"
