store_id,메뉴명,가격
2,에그마요 （30cm단품）,"12,600원"
2,안창 비프 (30cm단품),"21,500원"
2,스파이시 쉬림프 （30cm단품）,"16,800원"
2,쉬림프 （30cm단품）,"16,200원"
2,로스트 치킨 （30cm단품）,"15,900원"
2,풀드포크 바비큐 （30cm단품）,"15,600원"
2,써브웨이 클럽 (30cm단품),"15,400원"
2,치킨데리야끼 （30cm단품）,"15,200원"
2,스파이시 이탈리안 （30cm단품）,"14,800원"
2,비엘티 （30cm단품）,"14,600원"
2,머쉬룸 (30cm단품),"13,400원"
2,참치 （30cm단품）,"12,900원"
2,햄 （30cm단품）,"12,900원"
2,에그 슬라이스 (30cm단품),"11,400원"
2,베지 （30cm단품）,"11,000원"
2,터키 베이컨 에그 슬라이스 (샐러드 세트),"14,600원"
2,터키 베이컨 아보카도 (샐러드 세트),"15,200원"
2,터키 (샐러드 세트),"13,400원"
2,안창 비프&머쉬룸 (샐러드 세트),"15,400원"
2,스테이크 & 치즈 （샐러드세트）,"15,000원"
2,이탈리안 비엠티 （샐러드세트）,"13,700원"
2,로티세리 바비큐 치킨 （샐러드세트）,"14,300원"
2,에그마요 （샐러드세트）,"12,400원"
2,안창 비프 (샐러드 세트),"17,300원"
2,스파이시 쉬림프 （샐러드세트）,"14,600원"
2,쉬림프 （샐러드세트）,"14,400원"
2,로스트 치킨 （샐러드세트）,"14,300원"
2,풀드포크 바비큐 （샐러드세트）,"14,100원"
2,써브웨이 클럽 (샐러드 세트),"14,000원"
2,치킨데리야끼 （샐러드세트）,"13,900원"
2,스파이시 이탈리안 （샐러드세트）,"13,700원"
2,비엘티 （샐러드세트）,"13,600원"
2,머쉬룸 (샐러드 세트),"12,900원"
2,참치 （샐러드세트）,"12,700원"
2,햄 （샐러드세트）,"12,700원"
2,에그 슬라이스 (샐러드 세트),"11,900원"
2,베지 （샐러드세트）,"11,600원"
2,미니 로티세리 치킨 (샐러드 세트),"7,400원"
2,터키 베이컨 에그 슬라이스 (샐러드 단품),"11,100원"
2,터키 베이컨 아보카도 (샐러드 단품),"11,700원"
2,터키 (샐러드 단품),"9,900원"
2,안창 비프&머쉬룸 (샐러드 단품),"11,900원"
2,스테이크 & 치즈 （샐러드단품）,"11,500원"
2,이탈리안 비엠티 （샐러드단품）,"10,200원"
2,로티세리 바비큐 치킨 （샐러드단품）,"10,800원"
2,에그마요 （샐러드단품）,"8,900원"
2,안창 비프 (샐러드 단품),"13,800원"
2,스파이시 쉬림프 （샐러드단품）,"11,100원"
2,쉬림프 （샐러드단품）,"10,900원"
2,로스트 치킨 （샐러드단품）,"10,800원"
2,풀드포크 바비큐 （샐러드단품）,"10,600원"
2,써브웨이 클럽 (샐러드 단품),"10,500원"
2,치킨데리야끼 （샐러드단품）,"10,400원"
2,스파이시 이탈리안 （샐러드단품）,"10,200원"
2,비엘티 （샐러드단품）,"10,100원"
2,머쉬룸 (샐러드 단품),"9,400원"
2,참치 （샐러드단품）,"9,200원"
2,햄 （샐러드단품）,"9,200원"
2,에그 슬라이스 (샐러드 단품),"8,400원"
2,베지 （샐러드단품）,"8,100원"
2,미니 로티세리 치킨 (샐러드 단품),"3,900원"
2,스테이크앤치즈 아보카도 랩 세트,"11,300원"
2,쉬림프 에그마요 랩 세트,"10,900원"
2,치킨 베이컨 미니랩세트,"8,300원"
2,스테이크앤치즈 아보카도 랩,"7,800원"
2,쉬림프 에그마요 랩,"7,400원"
2,치킨 베이컨 미니랩,"4,800원"
2,스테이크앤치즈 아보카도 그릴드 랩 세트,"11,300원"
2,쉬림프 에그 그릴드 랩 세트,"10,900원"
2,치킨 베이컨 미니 그릴드 랩 세트,"8,300원"
2,스테이크앤치즈 아보카도 그릴드 랩,"7,800원"
2,쉬림프 에그 그릴드 랩,"7,400원"
2,치킨 베이컨 미니 그릴드 랩,"4,800원"
2,웨지 포테이토,"2,700원"
2,Cheesy 웨지 포테이토,"3,200원"
2,Bacon Cheesy 웨지 포테이토,"3,600원"
2,민트 초코 쿠키,"1,900원"
2,초코칩 쿠키,"1,900원"
2,더블 초코칩 쿠키,"1,900원"
2,오트밀 레이즌 쿠키,"1,900원"
2,라즈베리 치즈케익 쿠키,"1,900원"
2,화이트 초코 마카다미아 쿠키,"1,900원"
2,쿠키 3개입,"5,500원"
2,쿠키팩 （6개입）,"10,800원"
2,쿠키박스 （12개입）,"21,400원"
2,칩 （랜덤발송）,"1,900원"
2,코카콜라 （355ml）,"2,900원"
2,스프라이트 （355ml）,"2,900원"
2,코카콜라 제로 （355ml）,"2,900원"
2,스프라이트 제로 （355ml）,"2,900원"
2,닥터페퍼 （350ml）,"2,900원"
2,씨그램 레몬 （350ml）,"2,900원"
2,미닛메이드 오렌지 （350ml）,"3,700원"
2,토레타 （500ml）,"3,100원"
2,생수 （500ml）,"1,900원"
3,[저당]내맘대로요거트아이스크림,"5,000원"
3,[초코에 반한 딸기 정석]초코쉘+딸기+치즈큐브+연유,"14,000원"
3,[딸기의 정석]딸기+치즈큐브+연유,"12,500원"
3,내맘대로 요거트 아이스크림,"4,500원"
3,내마음대로 ((초코 쉘))소스 요거트 아이스크림,"6,000원"
3,[저당]내맘대로요거트아이스크림,"5,000원"
3,(수제) 그릭요거트 100g,"4,500원"
3,[초코에 반한 딸기 정석]초코쉘+딸기+치즈큐브+연유,"14,000원"
3,[딸기의 정석]딸기+치즈큐브+연유,"12,500원"
3,내맘대로 요거트 아이스크림,"4,500원"
3,내마음대로 ((초코 쉘))소스 요거트 아이스크림,"6,000원"
3,내마음대로 ((망고초코쉘))소스 요거트 아이스크림,"6,000원"
3,내마음대로 ((딸기우유초코쉘))소스 요거트 아이스크림,"6,000원"
3,내마음대로 ((민트초코쉘))소스 요거트 아이스크림,"6,000원"
3,빠삭 두바이 초코쉘,"9,000원"
3,[빠작 바나나 브륄레],"7,000원"
3,요아정 시그니처)요거트 아이스크림+그래놀라+벌집꿀,"10,000원"
3,[새콤달콤의 정석]벌집꿀+골드키위+파인애플,"15,000원"
3,[오자몽의 정석]벌집꿀+오렌지+자몽,"14,000원"
3,[달콤모닝의 정석],"14,500원"
3,[초코자몽의 정석] 첵스초코+자몽+연유,"10,000원"
3,[달콤청포도의 정석]벌집꿀+후루트링+샤인머스캣,"13,500원"
3,[달콤과일의 정석],"19,500원"
3,[블루베리의 정석]벌집꿀+그래놀라+블루베리,"13,500원"
3,[흑백쿠키의 정석],"10,200원"
3,[망고의 정석]벌집꿀+망고+치즈큐브,"17,500원"
3,[달달자몽의 정석]벌집꿀+후루트링+자몽+연유,"14,000원"
4,셀프 마라샹궈,"15,000원"
4,마라탕,"10,000원"
4,셀프 마라탕,"10,000원"
4,마라샹궈,"15,000원"
4,꿔바로우,"10,000원"
4,마라탕,"10,000원"
4,셀프 마라탕,"10,000원"
4,셀프 마라샹궈,"15,000원"
4,마라샹궈,"15,000원"
4,공기밥,"1,000원"
4,꿔바로우,"10,000원"
4,계란볶음밥,"6,000원"
4,삥홍차,"3,000원"
4,차파이,"3,000원"
4,펩시콜라,"2,000원"
4,사이다,"2,000원"
4,탐스제로 파인애플,"2,000원"
5,셀프 마라샹궈,"18,000원"
5,셀프마라탕,"10,000원"
5,마라탕,"10,000원"
5,꿔바로우,"10,000원"
5,마라샹궈,"18,000원"
5,셀프마라탕,"10,000원"
5,셀프 마라샹궈,"18,000원"
5,꿔바로우,"10,000원"
5,계란볶음밥,"6,000원"
5,마라탕,"10,000원"
5,마라샹궈,"18,000원"
5,삥홍차,"3,000원"
5,차파이,"3,000원"
5,펩시콜라355mL,"2,000원"
5,칠성사이다355mL,"2,000원"
5,탐스제로 파인애플355mL,"2,000원"
6,짬뽕류+군만두 4p,"13,500원"
6,도야 짜장면,"7,000원"
6,도야 간짜장,"10,000원"
6,도야 볶음밥,"9,000원"
6,해물짬뽕,"12,000원"
6,짜장류+탕수육,"20,000원"
6,짬뽕류+탕수육,"23,000원"
6,볶음밥+탕수육,"22,000원"
6,소고기잡채밥+탕수육,"25,000원"
6,짜장류+짜장류+탕수육,"27,000원"
6,짜장류+짬뽕류+탕수육,"30,000원"
6,짬뽕류+짬뽕류+탕수육,"33,000원"
6,해물쟁반짜장(2~3인)+찹쌀탕수육,"37,000원"
6,해물쟁반짬뽕(2~3인)+탕수육,"39,000원"
6,짜장류+군만두 4p,"10,500원"
6,짬뽕류+군만두 4p,"13,500원"
6,볶음밥+군만두 4p,"12,500원"
6,소고기잡채밥+군만두 4p,"15,500원"
6,짜장+짜장+군만두 8p,"21,000원"
6,짜장+짬뽕+군만두 8p,"24,000원"
6,짬뽕+짬뽕+군만두 8p,"27,000원"
6,해물쟁반짜장(2~3인)+군만두 8p,"32,000원"
6,해물쟁반짬뽕(2~3인)+군만두 8p,"34,000원"
6,도야짬뽕,"10,000원"
6,도야 짜장면,"7,000원"
6,도야 간짜장,"10,000원"
6,도야 볶음밥,"9,000원"
6,불고기잡채밥,"12,000원"
6,소고기짬뽕,"12,000원"
6,해물짬뽕,"12,000원"
6,1인 해물쟁반짬뽕,"14,000원"
6,새우고추짜장,"10,000원"
6,새우고추짬뽕,"11,000원"
6,수제비짬뽕,"12,000원"
6,해물백짬뽕,"12,000원"
6,순두부짬뽕,"12,000원"
6,크림짬뽕,"12,000원"
6,마라짬뽕,"13,000원"
6,1인 해물쟁반짜장,"13,000원"
6,해물쟁반짜장(2~3인),"25,000원"
6,해물쟁반짬뽕(2~3인),"27,000원"
6,탕수육,"13,900원"
6,깐풍기,"22,000원"
6,유린기,"22,000원"
6,고추잡채,"22,000원"
6,해물짬뽕탕,"23,000원"
6,양장피,"32,000원"
6,깐풍새우,"23,000원"
6,칠리새우,"23,000원"
6,크림새우,"23,000원"
6,해물누룽지탕,"23,000원"
6,辛(신) 군만두 4개,"4,000원"
6,辛(신) 군만두 8개,"8,000원"
6,멘보샤 6개,"11,000원"
6,물만두 20개,"7,000원"
6,꽃빵튀김 4개,"5,000원"
6,콜라,"2,000원"
6,사이다,"2,000원"
6,환타,"2,000원"
7,짜장,"7,000원"
7,짬뽕,"9,000원"
7,간짜장,"8,000원"
7,볶음밥,"8,000원"
7,삼선짬뽕,"13,000원"
7,짜장,"7,000원"
7,비빔냉면,"10,000원"
7,짬뽕,"9,000원"
7,물냉면,"10,000원"
7,간짜장,"8,000원"
7,콩국수,"10,000원"
7,우동,"9,000원"
7,울면,"10,000원"
7,물짜장,"10,000원"
7,차돌물짜장,"15,000원"
7,차돌짬뽕,"14,000원"
7,진성특밥,"17,000원"
7,진성특면,"16,000원"
7,볶음밥,"8,000원"
7,짬뽕밥,"8,000원"
7,짜장밥,"9,000원"
7,오무라이스,"10,000원"
7,잡채밥,"10,000원"
7,삼선우동,"12,000원"
7,삼선짜장,"12,000원"
7,기스면,"15,000원"
7,유미짜장,"13,000원"
7,삼선볶음밥,"13,000원"
7,잡탕밥,"15,000원"
7,쟁반짜장2人,"17,000원"
7,쟁반짬뽕2人,"24,000원"
7,김치볶음밥,"12,000원"
7,송이밥,"13,000원"
7,삼선짬뽕,"13,000원"
7,해삼짜장,"12,000원"
7,계란탕,"13,000원"
7,잡채,"20,000원"
7,고기튀김,"18,000원"
7,탕수육小,"19,000원"
7,탕수육中,"26,000원"
7,탕수육大,"31,000원"
7,난자완스,"35,000원"
7,유산슬,"35,000원"
7,나조기,"35,000원"
7,나조육,"35,000원"
7,깐풍기,"35,000원"
7,깐풍육,"35,000원"
7,양장피,"35,000원"
7,잡탕,"35,000원"
7,고추잡채,"35,000원"
7,팔보채,"35,000원"
7,새우튀김,"35,000원"
7,군만두,"7,000원"
7,군반두 반접시,"3,500원"
7,짬뽕국물,"5,000원"
7,육개장,"8,000원"
7,갈비탕,"8,000원"
7,홍합짬뽕,"14,000원"
7,A세트 탕수육＋짜장1,"17,000원"
7,1세트 탕수육＋짬뽕2,"23,000원"
7,2세트 탕수육＋짜장2,"21,000원"
7,3세트 탕수육＋짜장3,"29,000원"
7,4세트 탕수육＋쟁반짜장,"27,000원"
7,5세트 탕수육＋짬뽕3,"31,000원"
7,사이다,"1,000원"
7,콜라,"1,000원"
